model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 X2,2018,23750.0,Semi-Auto,15093,Diesel,145,58.9,2.0
 3 Series,2019,26390.0,Semi-Auto,5288,Diesel,145,57.7,2.0
 4 Series,2019,25000.0,Semi-Auto,10996,Diesel,145,60.1,2.0
 X2,2019,23000.0,Semi-Auto,929,Petrol,145,40.4,2.0
 3 Series,2017,19990.0,Semi-Auto,25212,Diesel,145,62.8,2.0
 4 Series,2019,27000.0,Semi-Auto,1400,Diesel,145,65.7,2.0
 1 Series,2019,34990.0,Semi-Auto,4020,Diesel,145,48.7,2.0
 X1,2019,28500.0,Manual,105,Diesel,145,68.9,2.0
 X1,2019,31490.0,Manual,105,Diesel,145,60.1,2.0
 X1,2019,30900.0,Semi-Auto,678,Diesel,145,65.7,2.0
 X1,2016,19850.0,Semi-Auto,14542,Diesel,125,60.1,2.0
 X1,2016,18490.0,Manual,19064,Diesel,125,60.1,2.0
 X4,2018,34000.0,Semi-Auto,935,Diesel,145,42.8,2.0
 X1,2016,19000.0,Semi-Auto,15605,Diesel,125,60.1,2.0
 X3,2016,21000.0,Semi-Auto,15989,Diesel,145,54.3,2.0
 X3,2016,19490.0,Semi-Auto,43688,Diesel,145,54.3,2.0
 2 Series,2018,16998.0,Manual,12792,Diesel,150,51.4,2.0
 3 Series,2017,20898.0,Semi-Auto,17131,Diesel,150,64.2,2.0
 X4,2019,33898.0,Semi-Auto,10792,Diesel,150,42.8,2.0
 X3,2017,24500.0,Semi-Auto,12674,Diesel,145,54.3,2.0
 2 Series,2019,22500.0,Semi-Auto,5058,Petrol,145,50.4,2.0
 X1,2016,19295.0,Semi-Auto,13049,Diesel,125,57.6,2.0
 X3,2015,16998.0,Semi-Auto,73312,Diesel,145,54.3,2.0
 5 Series,2019,30000.0,Semi-Auto,5479,Petrol,145,50.4,2.0
 5 Series,2019,36500.0,Semi-Auto,4971,Diesel,145,55.4,2.0
 3 Series,2019,32990.0,Semi-Auto,9503,Diesel,145,49.6,2.0
 X1,2016,20900.0,Semi-Auto,15537,Petrol,165,44.8,2.0
 2 Series,2016,15490.0,Manual,7390,Petrol,165,44.8,2.0
 1 Series,2019,22900.0,Manual,969,Diesel,150,68.9,2.0
 X3,2019,33990.0,Semi-Auto,11,Diesel,145,54.3,2.0
 3 Series,2019,22000.0,Semi-Auto,10300,Diesel,145,55.4,2.0
 5 Series,2019,26000.0,Semi-Auto,12209,Diesel,145,62.8,2.0
 1 Series,2019,23000.0,Semi-Auto,1956,Diesel,145,60.1,2.0
 3 Series,2019,24898.0,Semi-Auto,13125,Diesel,145,52.3,2.0
 1 Series,2017,14998.0,Semi-Auto,48972,Diesel,150,65.7,2.0
 2 Series,2018,21498.0,Semi-Auto,1749,Diesel,145,47.1,2.0
 4 Series,2020,27490.0,Semi-Auto,100,Diesel,145,60.1,2.0
 2 Series,2017,16998.0,Semi-Auto,25544,Diesel,145,64.2,2.0
 5 Series,2017,23998.0,Semi-Auto,13373,Diesel,145,65.7,2.0
 4 Series,2019,21998.0,Semi-Auto,17417,Diesel,145,65.7,2.0
 2 Series,2017,16798.0,Semi-Auto,23843,Diesel,145,64.2,2.0
 3 Series,2019,23298.0,Semi-Auto,14320,Diesel,145,54.3,2.0
 5 Series,2017,24298.0,Semi-Auto,13863,Diesel,145,60.1,2.0
 2 Series,2018,19990.0,Semi-Auto,5600,Diesel,145,49.6,2.0
 5 Series,2013,12791.0,Semi-Auto,55642,Diesel,145,55.4,2.0
 X2,2019,24500.0,Semi-Auto,10112,Diesel,145,61.4,2.0
 X4,2019,35490.0,Semi-Auto,6250,Diesel,145,42.8,2.0
 3 Series,2018,17620.0,Automatic,20461,Diesel,145,60.1,2.0
 3 Series,2017,19991.0,Semi-Auto,27123,Diesel,145,62.8,2.0
 3 Series,2017,15998.0,Semi-Auto,15931,Petrol,125,51.4,2.0
 X1,2016,18998.0,Manual,10935,Diesel,125,58.9,2.0
 3 Series,2019,26998.0,Semi-Auto,13268,Diesel,145,48.7,2.0
 2 Series,2019,20498.0,Semi-Auto,6195,Petrol,145,47.9,2.0
 X3,2015,14998.0,Semi-Auto,34348,Diesel,150,55.4,2.0
 3 Series,2018,21998.0,Semi-Auto,14008,Diesel,145,62.8,2.0
 X4,2019,33998.0,Semi-Auto,4231,Diesel,150,42.8,2.0
 3 Series,2018,20140.0,Automatic,2674,Diesel,145,64.2,2.0
 4 Series,2018,22991.0,Semi-Auto,10990,Diesel,145,65.7,2.0
 2 Series,2015,14298.0,Semi-Auto,25970,Diesel,125,58.9,2.0
 3 Series,2019,26498.0,Semi-Auto,11504,Petrol,150,41.5,2.0
 X3,2015,18298.0,Semi-Auto,58779,Diesel,145,54.3,2.0
 5 Series,2019,27698.0,Automatic,8722,Diesel,145,60.1,2.0
 2 Series,2019,18298.0,Semi-Auto,1230,Petrol,145,50.4,2.0
 3 Series,2018,21490.0,Semi-Auto,18385,Petrol,145,48.7,2.0
 X1,2013,7998.0,Manual,64698,Diesel,160,51.4,2.0
 X1,2016,17998.0,Manual,14300,Diesel,125,58.9,2.0
 2 Series,2017,16498.0,Semi-Auto,24354,Diesel,145,64.2,2.0
 2 Series,2019,24998.0,Semi-Auto,8555,Diesel,145,46.3,2.0
 3 Series,2017,13998.0,Manual,37323,Diesel,150,67.3,2.0
 4 Series,2018,21500.0,Semi-Auto,768,Diesel,145,65.7,2.0
 5 Series,2017,22000.0,Semi-Auto,30109,Diesel,150,65.7,2.0
 3 Series,2017,18998.0,Semi-Auto,30355,Diesel,145,64.2,2.0
 1 Series,2017,13995.0,Semi-Auto,18124,Diesel,145,70.6,2.0
 X3,2014,14495.0,Semi-Auto,44000,Diesel,165,50.4,2.0
 X3,2017,20495.0,Semi-Auto,33275,Diesel,150,54.3,2.0
 3 Series,2019,29998.0,Semi-Auto,4918,Diesel,150,52.3,2.0
 2 Series,2017,16498.0,Semi-Auto,27811,Diesel,145,64.2,2.0
 2 Series,2017,17498.0,Semi-Auto,19307,Diesel,145,64.2,2.0
 2 Series,2017,17498.0,Semi-Auto,21809,Diesel,145,64.2,2.0
 2 Series,2017,16798.0,Semi-Auto,25884,Diesel,145,64.2,2.0
 X3,2016,20998.0,Semi-Auto,25574,Diesel,145,54.3,2.0
 3 Series,2018,19998.0,Semi-Auto,4807,Diesel,145,64.2,2.0
 X3,2016,16998.0,Semi-Auto,63589,Diesel,145,54.3,2.0
 4 Series,2017,16998.0,Semi-Auto,64473,Diesel,125,58.9,2.0
 2 Series,2015,14498.0,Semi-Auto,19236,Petrol,145,47.9,2.0
 X1,2017,18698.0,Semi-Auto,41384,Diesel,145,55.4,2.0
 5 Series,2018,22498.0,Semi-Auto,31660,Diesel,145,62.8,2.0
 2 Series,2017,17298.0,Semi-Auto,23752,Diesel,145,64.2,2.0
 X1,2016,16597.0,Automatic,47277,Diesel,145,55.4,2.0
 2 Series,2018,19995.0,Automatic,12272,Petrol,145,47.9,2.0
 1 Series,2013,9990.0,Manual,29000,Petrol,145,48.7,2.0
 X1,2017,19798.0,Semi-Auto,21700,Diesel,145,55.4,2.0
 X4,2019,33998.0,Semi-Auto,14404,Diesel,150,42.8,2.0
 3 Series,2019,24898.0,Semi-Auto,11249,Diesel,150,52.3,2.0
 3 Series,2016,16500.0,Semi-Auto,27444,Diesel,125,60.1,2.0
 X1,2017,20498.0,Semi-Auto,23651,Diesel,125,57.6,2.0
 2 Series,2014,13998.0,Manual,22086,Diesel,125,58.9,2.0
 1 Series,2019,19998.0,Semi-Auto,10027,Petrol,145,47.9,2.0
 X3,2016,20000.0,Semi-Auto,34334,Diesel,150,54.3,2.0
 X1,2018,23295.0,Semi-Auto,11570,Petrol,150,44.8,2.0
 3 Series,2019,25990.0,Semi-Auto,2980,Diesel,150,57.7,2.0
 5 Series,2013,10750.0,Semi-Auto,60611,Diesel,125,60.1,2.0
 3 Series,2013,9995.0,Semi-Auto,66000,Diesel,145,53.3,2.0
 X1,2016,17498.0,Manual,15413,Diesel,125,58.9,2.0
 2 Series,2017,16498.0,Manual,29117,Diesel,145,62.8,2.0
 3 Series,2016,16698.0,Manual,14518,Diesel,125,58.9,2.0
 5 Series,2017,17985.0,Semi-Auto,29337,Diesel,125,60.1,2.0
 3 Series,2019,26885.0,Semi-Auto,11751,Petrol,145,42.2,2.0
 4 Series,2016,17785.0,Automatic,37032,Diesel,125,58.9,2.0
 4 Series,2014,14450.0,Manual,27405,Petrol,165,44.8,2.0
 2 Series,2018,16750.0,Manual,13052,Diesel,145,64.2,2.0
 X3,2013,5299.0,Semi-Auto,26000,Diesel,165,50.4,2.0
 X1,2018,22995.0,Automatic,12848,Petrol,145,44.8,2.0
 5 Series,2017,22995.0,Automatic,17117,Diesel,145,65.7,2.0
 3 Series,2015,11750.0,Semi-Auto,60210,Diesel,125,58.9,2.0
 4 Series,2018,21990.0,Semi-Auto,24118,Diesel,150,65.7,2.0
 4 Series,2014,14750.0,Semi-Auto,60212,Diesel,125,58.9,2.0
 5 Series,2018,22990.0,Automatic,23891,Diesel,145,68.9,2.0
 5 Series,2018,22750.0,Semi-Auto,30500,Diesel,145,68.9,2.0
 X1,2015,9990.0,Manual,43877,Diesel,165,51.4,2.0
 4 Series,2014,14990.0,Semi-Auto,43000,Diesel,150,56.5,2.0
 3 Series,2015,13350.0,Semi-Auto,54695,Diesel,125,58.9,2.0
 3 Series,2017,13995.0,Manual,25345,Petrol,150,48.7,2.0
 5 Series,2014,13995.0,Semi-Auto,80500,Diesel,125,57.6,2.0
 3 Series,2018,21498.0,Semi-Auto,20369,Diesel,145,60.1,2.0
 3 Series,2018,18995.0,Semi-Auto,21010,Diesel,150,62.8,2.0
 3 Series,2017,18495.0,Semi-Auto,29999,Diesel,145,64.2,2.0
 X1,2017,17990.0,Semi-Auto,36687,Diesel,125,57.6,2.0
 3 Series,2015,13990.0,Automatic,37087,Diesel,125,61.4,2.0
 5 Series,2016,16460.0,Semi-Auto,32998,Diesel,125,60.1,2.0
 3 Series,2014,12795.0,Semi-Auto,63592,Diesel,125,60.1,2.0
 3 Series,2019,26998.0,Semi-Auto,14572,Diesel,145,48.7,2.0
 X1,2017,16995.0,Semi-Auto,22000,Diesel,145,65.7,2.0
 X1,2017,14995.0,Manual,33600,Diesel,150,68.9,2.0
 X1,2016,17495.0,Manual,25000,Diesel,125,58.9,2.0
 X4,2018,33998.0,Semi-Auto,14777,Diesel,145,42.8,2.0
 X1,2016,18998.0,Semi-Auto,26098,Diesel,125,57.6,2.0
 X1,2017,18898.0,Semi-Auto,27720,Diesel,125,57.6,2.0
 X3,2015,20898.0,Semi-Auto,34104,Diesel,145,54.3,2.0
 1 Series,2019,21898.0,Semi-Auto,14720,Diesel,145,67.3,2.0
 5 Series,2017,22898.0,Semi-Auto,11303,Diesel,145,65.7,2.0
 3 Series,2015,10570.0,Manual,59020,Diesel,125,57.6,2.0
 X3,2014,13995.0,Semi-Auto,33655,Diesel,165,50.4,2.0
 2 Series,2018,19491.0,Automatic,7460,Diesel,145,47.1,2.0
 X3,2014,15590.0,Automatic,51362,Diesel,145,54.3,2.0
 X1,2016,17190.0,Manual,22197,Diesel,125,58.9,2.0
 4 Series,2019,29898.0,Semi-Auto,2145,Diesel,145,58.9,2.0
 1 Series,2019,17898.0,Semi-Auto,11804,Diesel,145,70.6,2.0
 3 Series,2019,22898.0,Semi-Auto,12226,Diesel,145,62.8,2.0
 3 Series,2019,22198.0,Semi-Auto,13004,Diesel,145,67.3,2.0
 3 Series,2018,19940.0,Automatic,20610,Petrol,145,48.7,2.0
 3 Series,2019,29998.0,Semi-Auto,3941,Petrol,145,41.5,2.0
 5 Series,2018,23750.0,Automatic,17280,Diesel,145,68.9,2.0
 1 Series,2018,16998.0,Manual,14164,Petrol,145,46.3,2.0
 2 Series,2019,19498.0,Semi-Auto,5045,Diesel,145,51.4,2.0
 3 Series,2015,12495.0,Semi-Auto,57209,Diesel,125,61.4,2.0
 X1,2016,17750.0,Semi-Auto,47027,Diesel,145,55.4,2.0
 2 Series,2017,14600.0,Manual,10511,Diesel,150,68.9,2.0
 3 Series,2017,17901.0,Semi-Auto,16965,Petrol,145,46.3,2.0
 3 Series,2019,25690.0,Semi-Auto,21544,Petrol,145,42.2,2.0
 1 Series,2017,14179.0,Manual,32015,Diesel,145,68.9,2.0
 3 Series,2018,21690.0,Semi-Auto,12008,Petrol,145,48.7,2.0
 3 Series,2017,15995.0,Semi-Auto,23715,Diesel,150,65.7,2.0
 5 Series,2014,11495.0,Manual,65000,Diesel,125,57.6,2.0
 X1,2017,17795.0,Manual,24485,Diesel,125,58.9,2.0
 5 Series,2013,10495.0,Semi-Auto,83000,Diesel,125,57.6,2.0
 X4,2017,22995.0,Semi-Auto,35000,Diesel,150,54.3,2.0
 3 Series,2018,16195.0,Manual,37025,Diesel,150,67.3,2.0
 4 Series,2017,20387.0,Semi-Auto,19151,Diesel,145,65.7,2.0
 4 Series,2017,20910.0,Semi-Auto,16448,Diesel,145,65.7,2.0
 4 Series,2017,21170.0,Semi-Auto,8161,Diesel,145,65.7,2.0
 3 Series,2019,25990.0,Semi-Auto,5714,Diesel,145,52.3,2.0
 3 Series,2017,16485.0,Semi-Auto,58081,Diesel,145,64.2,2.0
 3 Series,2015,11995.0,Semi-Auto,52385,Petrol,165,47.1,2.0
 2 Series,2018,17630.0,Semi-Auto,11056,Diesel,145,64.2,2.0
 X2,2019,33250.0,Semi-Auto,3673,Petrol,145,34.0,2.0
 4 Series,2019,24920.0,Semi-Auto,3689,Diesel,145,65.7,2.0
 4 Series,2016,14070.0,Semi-Auto,49922,Petrol,160,44.1,2.0
 4 Series,2016,17595.0,Semi-Auto,22868,Petrol,160,45.6,2.0
 3 Series,2019,32420.0,Semi-Auto,103,Diesel,145,52.3,2.0
 X1,2017,22561.0,Semi-Auto,17195,Diesel,145,60.1,2.0
 1 Series,2019,26300.0,Manual,5446,Diesel,145,53.3,2.0
 X2,2019,26980.0,Manual,103,Diesel,145,55.4,2.0
 X2,2019,32570.0,Semi-Auto,103,Petrol,145,34.0,2.0
 X1,2019,26600.0,Semi-Auto,5085,Diesel,145,60.1,2.0
 3 Series,2019,26000.0,Semi-Auto,4826,Diesel,145,60.1,2.0
 1 Series,2019,30783.0,Semi-Auto,6499,Petrol,145,34.5,2.0
 2 Series,2019,24790.0,Semi-Auto,2567,Diesel,145,48.7,2.0
 5 Series,2019,29700.0,Semi-Auto,3901,Petrol,145,46.3,2.0
 X2,2019,27197.0,Semi-Auto,3469,Diesel,145,58.9,2.0
 1 Series,2017,15698.0,Manual,10966,Diesel,150,65.7,2.0
 X1,2016,16798.0,Automatic,46344,Diesel,145,55.4,2.0
 5 Series,2016,18810.0,Semi-Auto,35404,Diesel,160,51.4,2.0
 3 Series,2020,40150.0,Semi-Auto,319,Petrol,145,42.2,2.0
 X1,2016,16670.0,Manual,34393,Diesel,125,58.9,2.0
 3 Series,2017,17880.0,Automatic,22170,Diesel,145,60.1,2.0
 5 Series,2017,22998.0,Automatic,14295,Diesel,145,55.4,2.0
 3 Series,2019,22052.0,Semi-Auto,10178,Diesel,145,55.4,2.0
 3 Series,2019,22382.0,Semi-Auto,10142,Diesel,145,55.4,2.0
 X2,2019,28226.0,Automatic,123,Diesel,145,47.9,2.0
 X2,2019,28608.0,Automatic,123,Diesel,145,50.4,2.0
 3 Series,2019,22312.0,Semi-Auto,7944,Diesel,145,55.4,2.0
 1 Series,2017,16741.0,Semi-Auto,30500,Diesel,150,67.3,2.0
 3 Series,2019,25936.0,Automatic,5948,Petrol,145,42.2,2.0
 X2,2019,25936.0,Automatic,4472,Diesel,145,50.4,2.0
 3 Series,2019,29356.0,Automatic,3412,Diesel,145,52.3,2.0
 X3,2016,21991.0,Semi-Auto,30057,Diesel,145,54.3,2.0
 X2,2019,29975.0,Automatic,123,Diesel,145,48.7,2.0
 X2,2019,29770.0,Automatic,123,Diesel,145,48.7,2.0
 X1,2020,29991.0,Semi-Auto,2000,Diesel,145,47.9,2.0
 2 Series,2020,29991.0,Semi-Auto,1500,Petrol,145,47.9,2.0
 2 Series,2017,17572.0,Manual,11237,Petrol,145,44.1,2.0
 1 Series,2017,19792.0,Automatic,15867,Diesel,145,61.4,2.0
 X1,2018,24472.0,Semi-Auto,11253,Diesel,145,60.1,2.0
 X1,2017,19991.0,Semi-Auto,19396,Petrol,160,44.8,2.0
 1 Series,2019,27720.0,Manual,123,Diesel,145,53.3,2.0
 1 Series,2019,32060.0,Automatic,123,Diesel,145,48.7,2.0
 2 Series,2019,21796.0,Automatic,11189,Diesel,145,67.3,2.0
 X4,2019,34526.0,Automatic,5744,Diesel,145,42.8,2.0
 3 Series,2019,33840.0,Automatic,123,Petrol,145,42.2,2.0
 X3,2019,38020.0,Automatic,123,Diesel,145,54.3,2.0
 X3,2019,37830.0,Automatic,123,Diesel,145,54.3,2.0
 1 Series,2019,28000.0,Automatic,123,Diesel,145,51.4,2.0
 3 Series,2019,34370.0,Automatic,123,Diesel,145,50.4,2.0
 1 Series,2019,26780.0,Manual,123,Diesel,145,53.3,2.0
 X3,2019,31466.0,Automatic,6070,Diesel,145,54.3,2.0
 2 Series,2019,22516.0,Automatic,5215,Petrol,145,47.9,2.0
 5 Series,2016,17991.0,Semi-Auto,30089,Diesel,125,60.1,2.0
 X2,2019,30266.0,Automatic,123,Diesel,145,58.9,2.0
 X2,2019,26930.0,Semi-Auto,4030,Petrol,145,40.4,2.0
 2 Series,2019,21920.0,Semi-Auto,7060,Diesel,145,49.6,2.0
 2 Series,2019,24440.0,Semi-Auto,5639,Diesel,145,49.6,2.0
 X1,2019,25020.0,Semi-Auto,5197,Petrol,145,38.2,2.0
 3 Series,2019,34280.0,Automatic,123,Diesel,145,50.4,2.0
 1 Series,2019,27730.0,Manual,123,Diesel,145,53.3,2.0
 3 Series,2019,33910.0,Automatic,123,Diesel,145,50.4,2.0
 2 Series,2019,24626.0,Automatic,123,Diesel,145,49.6,2.0
 1 Series,2019,26310.0,Manual,123,Diesel,145,53.3,2.0
 Z4,2019,30990.0,Semi-Auto,2389,Petrol,145,38.7,2.0
 5 Series,2016,15840.0,Manual,33700,Diesel,125,60.1,2.0
 X1,2018,18502.0,Manual,12800,Diesel,145,68.9,2.0
 4 Series,2019,27003.0,Manual,123,Diesel,145,62.8,2.0
 5 Series,2019,35810.0,Automatic,123,Petrol,145,48.7,2.0
 X3,2019,38900.0,Automatic,123,Diesel,145,54.3,2.0
 3 Series,2016,17490.0,Semi-Auto,21804,Diesel,125,60.1,2.0
 X2,2018,22960.0,Semi-Auto,6350,Diesel,150,50.4,2.0
 2 Series,2018,20870.0,Semi-Auto,8090,Petrol,150,47.9,2.0
 X1,2019,28410.0,Automatic,123,Diesel,145,60.1,2.0
 X1,2020,29991.0,Semi-Auto,2000,Diesel,145,40.9,2.0
 5 Series,2019,31030.0,Automatic,123,Diesel,145,49.6,2.0
 4 Series,2019,22726.0,Automatic,9987,Diesel,145,65.7,2.0
 X2,2019,23976.0,Automatic,999,Petrol,145,38.7,2.0
 X1,2014,12832.0,Automatic,33100,Diesel,160,52.3,2.0
 2 Series,2019,24180.0,Semi-Auto,4001,Diesel,145,47.1,2.0
 3 Series,2019,34790.0,Automatic,123,Diesel,145,50.4,2.0
 4 Series,2019,30766.0,Automatic,123,Diesel,145,60.1,2.0
 X2,2019,26972.0,Automatic,123,Petrol,145,38.7,2.0
 X1,2017,20251.0,Semi-Auto,14598,Diesel,145,60.1,2.0
 3 Series,2016,15621.0,Manual,32927,Diesel,125,60.1,2.0
 3 Series,2018,18010.0,Manual,36039,Diesel,145,58.9,2.0
 4 Series,2019,30331.0,Automatic,123,Petrol,145,48.7,2.0
 4 Series,2019,29631.0,Automatic,123,Diesel,145,65.7,2.0
 4 Series,2019,28088.0,Automatic,123,Petrol,145,48.7,2.0
 5 Series,2020,27090.0,Semi-Auto,3168,Hybrid,145,49.6,2.0
 X2,2019,25820.0,Automatic,6106,Diesel,145,61.4,2.0
 2 Series,2019,23489.0,Automatic,123,Diesel,145,65.7,2.0
 X3,2019,32376.0,Automatic,2489,Diesel,145,54.3,2.0
 5 Series,2019,30890.0,Automatic,123,Petrol,145,47.9,2.0
 4 Series,2019,29361.0,Automatic,123,Diesel,145,65.7,2.0
 5 Series,2019,29830.0,Automatic,123,Petrol,145,50.4,2.0
 1 Series,2019,31070.0,Automatic,6000,Petrol,145,34.5,2.0
 1 Series,2020,29980.0,Semi-Auto,4362,Diesel,145,48.7,2.0
 4 Series,2016,19742.0,Semi-Auto,21660,Petrol,160,45.6,2.0
 5 Series,2014,15532.0,Semi-Auto,36919,Diesel,125,60.1,2.0
 X2,2019,25907.0,Manual,151,Diesel,150,53.3,2.0
 2 Series,2019,21356.0,Semi-Auto,15006,Petrol,145,47.9,2.0
 2 Series,2019,21030.0,Automatic,7738,Diesel,145,49.6,2.0
 3 Series,2019,28820.0,Manual,123,Diesel,145,56.5,2.0
 2 Series,2019,21858.0,Manual,123,Diesel,145,61.4,2.0
 5 Series,2017,25372.0,Semi-Auto,8500,Diesel,145,60.1,2.0
 4 Series,2020,32148.0,Semi-Auto,16,Diesel,145,60.1,2.0
 X2,2019,30571.0,Automatic,123,Diesel,145,58.9,2.0
 5 Series,2017,20762.0,Semi-Auto,17590,Diesel,145,68.9,2.0
 1 Series,2019,26720.0,Manual,3710,Diesel,145,53.3,2.0
 2 Series,2019,25260.0,Semi-Auto,3697,Petrol,145,48.7,2.0
 4 Series,2019,24132.0,Semi-Auto,4000,Diesel,150,65.7,2.0
 3 Series,2014,14972.0,Semi-Auto,33287,Diesel,145,55.4,2.0
 X2,2019,25526.0,Semi-Auto,5161,Diesel,145,61.4,2.0
 X2,2019,22790.0,Automatic,8477,Diesel,145,49.6,2.0
 1 Series,2019,27860.0,Automatic,14147,Diesel,145,51.4,2.0
 2 Series,2019,24269.0,Automatic,123,Diesel,145,49.6,2.0
 1 Series,2019,27410.0,Automatic,123,Diesel,145,51.4,2.0
 2 Series,2019,21773.0,Automatic,123,Diesel,145,49.6,2.0
 3 Series,2019,31790.0,Automatic,123,Petrol,145,42.2,2.0
 5 Series,2018,24862.0,Automatic,10500,Diesel,145,65.7,2.0
 3 Series,2019,29450.0,Automatic,123,Diesel,145,54.3,2.0
 2 Series,2019,22773.0,Automatic,123,Diesel,145,49.6,2.0
 3 Series,2019,27900.0,Manual,123,Diesel,145,61.4,2.0
 3 Series,2019,20966.0,Automatic,9582,Petrol,145,48.7,2.0
 X3,2019,32822.0,Semi-Auto,4550,Diesel,145,54.3,2.0
 2 Series,2019,26706.0,Semi-Auto,49,Diesel,145,57.7,2.0
 3 Series,2019,33990.0,Automatic,5621,Diesel,145,52.3,2.0
 1 Series,2018,17595.0,Semi-Auto,26268,Petrol,145,47.9,2.0
 2 Series,2019,21176.0,Manual,123,Diesel,145,65.7,2.0
 1 Series,2019,21480.0,Automatic,123,Diesel,145,67.3,2.0
 X3,2019,38330.0,Automatic,123,Diesel,145,54.3,2.0
 X1,2017,19500.0,Semi-Auto,20935,Diesel,125,60.1,2.0
 4 Series,2017,19298.0,Semi-Auto,27119,Diesel,145,65.7,2.0
 X1,2017,20998.0,Semi-Auto,12624,Diesel,150,57.6,2.0
 X1,2016,14998.0,Semi-Auto,78843,Diesel,150,55.4,2.0
 2 Series,2019,23462.0,Automatic,123,Diesel,145,67.3,2.0
 2 Series,2019,22292.0,Manual,123,Diesel,145,64.2,2.0
 2 Series,2019,22770.0,Manual,123,Diesel,145,64.2,2.0
 3 Series,2019,32060.0,Automatic,123,Diesel,145,60.1,2.0
 1 Series,2019,20760.0,Automatic,123,Petrol,145,48.7,2.0
 2 Series,2019,22291.0,Manual,123,Diesel,145,64.2,2.0
 2 Series,2019,23966.0,Automatic,123,Diesel,145,67.3,2.0
 2 Series,2019,23976.0,Automatic,20,Diesel,145,67.3,2.0
 X3,2019,33313.0,Semi-Auto,4999,Diesel,145,54.3,2.0
 4 Series,2017,20320.0,Automatic,16876,Diesel,125,58.9,2.0
 5 Series,2017,18491.0,Semi-Auto,39128,Diesel,125,60.1,2.0
 3 Series,2017,19192.0,Semi-Auto,18014,Diesel,150,60.1,2.0
 4 Series,2017,20892.0,Semi-Auto,18278,Diesel,150,60.1,2.0
 3 Series,2019,36531.0,Semi-Auto,6850,Petrol,145,40.4,2.0
 X2,2019,27982.0,Semi-Auto,4264,Petrol,145,39.2,2.0
 3 Series,2016,16990.0,Semi-Auto,44563,Diesel,125,60.1,2.0
 1 Series,2017,17990.0,Semi-Auto,25877,Diesel,125,60.1,2.0
 X3,2019,33990.0,Automatic,1926,Diesel,145,54.3,2.0
 2 Series,2019,27990.0,Semi-Auto,3736,Diesel,145,48.7,2.0
 Z4,2019,31990.0,Automatic,11223,Petrol,145,37.2,2.0
 4 Series,2013,12982.0,Semi-Auto,47852,Petrol,145,47.1,2.0
 2 Series,2016,17336.0,Automatic,23030,Diesel,145,55.4,2.0
 4 Series,2019,26922.0,Semi-Auto,4068,Diesel,150,65.7,2.0
 3 Series,2015,15552.0,Semi-Auto,39029,Diesel,125,58.9,2.0
 X1,2017,21312.0,Automatic,11253,Diesel,125,57.6,2.0
 X1,2019,26970.0,Semi-Auto,10730,Diesel,145,50.4,2.0
 5 Series,2016,15882.0,Semi-Auto,44000,Diesel,125,60.1,2.0
 2 Series,2014,12302.0,Manual,31676,Diesel,125,58.9,2.0
 X1,2013,8795.0,Manual,70645,Diesel,165,51.4,2.0
 2 Series,2018,15995.0,Semi-Auto,21815,Diesel,150,68.9,2.0
 4 Series,2019,25320.0,Automatic,5035,Diesel,145,65.7,2.0
 2 Series,2019,24500.0,Manual,2631,Diesel,145,55.4,2.0
 4 Series,2019,32991.0,Semi-Auto,5491,Petrol,145,44.8,2.0
 X2,2019,29374.0,Automatic,123,Diesel,145,50.4,2.0
 X2,2019,30361.0,Automatic,123,Diesel,145,48.7,2.0
 X2,2019,29375.0,Automatic,123,Diesel,145,50.4,2.0
 3 Series,2019,33610.0,Automatic,123,Petrol,145,41.5,2.0
 X3,2017,20340.0,Automatic,30443,Diesel,145,54.3,2.0
 3 Series,2018,18300.0,Automatic,30214,Diesel,145,62.8,2.0
 X1,2014,11331.0,Manual,30506,Diesel,160,51.4,2.0
 4 Series,2014,10749.0,Automatic,70116,Diesel,125,61.4,2.0
 X1,2016,18795.0,Automatic,14868,Petrol,160,44.8,2.0
 3 Series,2017,16970.0,Manual,24015,Diesel,125,60.1,2.0
 4 Series,2018,20397.0,Automatic,11068,Diesel,145,65.7,2.0
 X1,2016,17397.0,Manual,16243,Diesel,125,58.9,2.0
 2 Series,2017,15552.0,Semi-Auto,56718,Diesel,145,65.7,2.0
 3 Series,2019,26832.0,Semi-Auto,4039,Petrol,145,42.2,2.0
 3 Series,2019,27372.0,Semi-Auto,6336,Diesel,145,52.3,2.0
 1 Series,2018,14390.0,Manual,12063,Diesel,150,50.4,2.0
 4 Series,2014,13130.0,Automatic,46833,Petrol,145,47.1,2.0
 3 Series,2018,21980.0,Semi-Auto,9684,Petrol,145,48.7,2.0
 X3,2016,18991.0,Semi-Auto,39365,Diesel,145,54.3,2.0
 X1,2017,18991.0,Semi-Auto,29317,Diesel,145,57.6,2.0
 3 Series,2016,15510.0,Semi-Auto,40417,Diesel,125,60.1,2.0
 3 Series,2018,18995.0,Semi-Auto,31278,Diesel,145,64.2,2.0
 X3,2016,21856.0,Semi-Auto,20094,Diesel,145,54.3,2.0
 X3,2013,13690.0,Semi-Auto,30400,Diesel,165,50.4,2.0
 3 Series,2015,14490.0,Semi-Auto,28425,Diesel,125,61.4,2.0
 3 Series,2018,19495.0,Automatic,23830,Diesel,145,60.1,2.0
 X1,2016,18995.0,Automatic,24299,Diesel,145,55.4,2.0
